<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEXTN;60;210303;130000;1359.2300000;1362.9500000;1359.0100000;1360.9700000;192960598
MOEXTN;60;210303;140000;1361.0600000;1361.7500000;1357.9100000;1357.9100000;84676307
MOEXTN;60;210303;150000;1357.7300000;1359.3100000;1355.3400000;1355.4700000;125289591
MOEXTN;60;210303;160000;1355.1800000;1355.5800000;1349.1600000;1351.6100000;302470146
MOEXTN;60;210303;170000;1351.1700000;1353.9700000;1349.3300000;1353.3000000;288701759
MOEXTN;60;210303;180000;1353.0100000;1354.1600000;1350.4400000;1353.7700000;190127900
MOEXTN;60;210304;100000;1351.5600000;1355.6200000;1346.6400000;1348.3000000;75183928
MOEXTN;60;210304;110000;1348.1600000;1351.6700000;1347.4700000;1347.9000000;112077103
MOEXTN;60;210304;120000;1348.0500000;1348.0500000;1340.4400000;1342.5800000;229517869
MOEXTN;60;210304;130000;1342.5000000;1344.3300000;1340.2200000;1343.0300000;110095549
MOEXTN;60;210304;140000;1343.0300000;1343.7500000;1338.3100000;1340.6600000;161062287
MOEXTN;60;210304;150000;1340.8300000;1342.6500000;1338.6800000;1340.4800000;96299818
MOEXTN;60;210304;160000;1340.5100000;1341.7600000;1339.0000000;1340.9000000;87257213
MOEXTN;60;210304;170000;1340.9000000;1342.7800000;1339.8500000;1341.5200000;95759912
MOEXTN;60;210304;180000;1341.6700000;1342.2700000;1339.6600000;1342.2700000;84789599
MOEXTN;60;210305;100000;1339.5500000;1341.5100000;1335.3600000;1337.8600000;145281436
MOEXTN;60;210305;110000;1337.8600000;1341.2400000;1334.3300000;1336.4600000;138613083
MOEXTN;60;210305;120000;1336.4100000;1338.6100000;1334.9600000;1336.4000000;85467811
MOEXTN;60;210305;130000;1336.4300000;1342.2100000;1336.0900000;1340.5700000;113874309
MOEXTN;60;210305;140000;1340.4500000;1342.7200000;1336.2400000;1338.1900000;333176907
MOEXTN;60;210305;150000;1338.2600000;1338.5300000;1336.4600000;1337.3500000;122289254
MOEXTN;60;210305;160000;1337.3500000;1339.4900000;1336.0700000;1338.2600000;111709577
MOEXTN;60;210305;170000;1338.4100000;1338.9800000;1335.0300000;1335.3500000;146255870
MOEXTN;60;210305;180000;1335.2900000;1336.0800000;1333.3400000;1334.9700000;78320034
MOEXTN;60;210309;100000;1339.7300000;1344.7000000;1339.1800000;1344.0400000;256809470
MOEXTN;60;210309;110000;1344.5700000;1346.1200000;1341.7300000;1344.0600000;129320791
MOEXTN;60;210309;120000;1344.1800000;1344.5600000;1342.5500000;1343.5400000;84901333
MOEXTN;60;210309;130000;1343.8300000;1345.2100000;1343.1900000;1344.1700000;141363071
MOEXTN;60;210309;140000;1344.5400000;1344.7600000;1340.8700000;1343.1700000;97203608
MOEXTN;60;210309;150000;1343.1700000;1343.9400000;1340.2300000;1342.0500000;57879840
MOEXTN;60;210309;160000;1342.0500000;1342.8700000;1340.6200000;1341.4700000;91064717
MOEXTN;60;210309;170000;1341.1700000;1341.5200000;1337.7200000;1337.7200000;113858166
MOEXTN;60;210309;180000;1337.7600000;1338.9900000;1337.1700000;1338.5000000;94895986
MOEXTN;60;210310;100000;1340.7900000;1345.8800000;1338.0500000;1344.6600000;157123728
MOEXTN;60;210310;110000;1344.9600000;1349.0600000;1344.8200000;1347.8700000;201216541
MOEXTN;60;210310;120000;1347.6000000;1348.3500000;1344.7200000;1345.5500000;102918964
MOEXTN;60;210310;130000;1345.5100000;1345.7000000;1338.7400000;1339.4600000;96714389
MOEXTN;60;210310;140000;1339.6100000;1340.7600000;1338.4700000;1340.5000000;53082789
MOEXTN;60;210310;150000;1340.4800000;1341.0300000;1339.1800000;1340.8500000;40572738
MOEXTN;60;210310;160000;1340.4900000;1342.6300000;1339.3300000;1341.0500000;97849892
MOEXTN;60;210310;170000;1340.7300000;1341.6800000;1338.7000000;1340.5300000;170288620
MOEXTN;60;210310;180000;1340.5300000;1340.6800000;1338.5200000;1339.1400000;107089493
MOEXTN;60;210311;100000;1339.0700000;1344.4200000;1338.4000000;1344.2600000;176520312
MOEXTN;60;210311;110000;1344.5600000;1344.6800000;1336.4100000;1337.0700000;198905748
MOEXTN;60;210311;120000;1337.2800000;1338.5900000;1335.7500000;1338.5600000;135082219
MOEXTN;60;210311;130000;1338.5300000;1339.0500000;1336.1600000;1337.9900000;79368181
MOEXTN;60;210311;140000;1337.9900000;1338.2700000;1335.4800000;1336.4900000;110045792
MOEXTN;60;210311;150000;1336.4900000;1337.7300000;1334.8500000;1335.2500000;85405703
MOEXTN;60;210311;160000;1335.1000000;1335.7600000;1332.3400000;1334.7600000;155455962
MOEXTN;60;210311;170000;1334.8800000;1335.8200000;1333.5500000;1333.9800000;119571322
MOEXTN;60;210311;180000;1334.3100000;1335.4100000;1332.7000000;1333.0700000;114755868
MOEXTN;60;210312;100000;1335.3500000;1340.2800000;1335.3500000;1339.7000000;224424721
MOEXTN;60;210312;110000;1339.7000000;1340.8700000;1335.2600000;1336.6000000;125424631
MOEXTN;60;210312;120000;1336.6200000;1336.7900000;1334.3900000;1335.3700000;61751166
MOEXTN;60;210312;130000;1335.3700000;1335.5500000;1329.7300000;1332.5300000;118895539
MOEXTN;60;210312;140000;1332.2400000;1332.7200000;1330.1400000;1332.1500000;128111164
MOEXTN;60;210312;150000;1332.3300000;1334.2300000;1331.8900000;1332.5500000;74193258
MOEXTN;60;210312;160000;1331.9800000;1333.6800000;1331.6900000;1333.2100000;94470365
MOEXTN;60;210312;170000;1333.3500000;1334.6800000;1331.4300000;1332.4400000;114443870
MOEXTN;60;210312;180000;1332.2900000;1335.5600000;1332.2700000;1332.5100000;114307937
MOEXTN;60;210315;100000;1344.8600000;1346.7400000;1340.3100000;1342.0100000;258946847
MOEXTN;60;210315;110000;1342.4800000;1345.5000000;1341.3000000;1345.4200000;248409691
MOEXTN;60;210315;120000;1345.2800000;1352.4600000;1345.2800000;1351.1000000;373990705
MOEXTN;60;210315;130000;1351.7400000;1352.0600000;1347.8700000;1349.3500000;243808230
MOEXTN;60;210315;140000;1349.4000000;1350.5100000;1347.7300000;1349.5700000;137209602
MOEXTN;60;210315;150000;1349.8600000;1351.6900000;1347.5700000;1347.6600000;133314628
MOEXTN;60;210315;160000;1347.8500000;1351.1700000;1347.8500000;1350.1200000;190739014
MOEXTN;60;210315;170000;1350.2100000;1352.3300000;1347.7800000;1352.1100000;152246526
MOEXTN;60;210315;180000;1352.4000000;1354.9700000;1351.3900000;1351.6100000;204124185
MOEXTN;60;210316;100000;1360.7800000;1363.3900000;1357.5600000;1359.0000000;371144225
MOEXTN;60;210316;110000;1359.4400000;1359.5300000;1348.2300000;1349.6400000;295454705
MOEXTN;60;210316;120000;1349.5700000;1350.4000000;1346.9300000;1347.5700000;148129676
MOEXTN;60;210316;130000;1347.9900000;1348.2400000;1345.1900000;1346.1600000;116529451
MOEXTN;60;210316;140000;1346.4900000;1350.3100000;1346.0900000;1348.1800000;118883607
MOEXTN;60;210316;150000;1348.4600000;1349.1000000;1345.9100000;1346.6100000;149936902
MOEXTN;60;210316;160000;1346.7600000;1349.0400000;1346.3200000;1348.0600000;127266582
MOEXTN;60;210316;170000;1348.0900000;1349.6000000;1346.6400000;1348.2500000;155340443
MOEXTN;60;210316;180000;1348.2500000;1350.1100000;1347.7100000;1349.4000000;91051974
MOEXTN;60;210317;100000;1348.7400000;1352.6400000;1345.5600000;1348.1500000;279310447
MOEXTN;60;210317;110000;1348.0000000;1348.0000000;1344.8900000;1347.0100000;85611552
MOEXTN;60;210317;120000;1347.2200000;1348.7700000;1346.5600000;1347.0800000;96630845
MOEXTN;60;210317;130000;1347.0800000;1348.0500000;1344.6200000;1345.8000000;111878659
MOEXTN;60;210317;140000;1346.0900000;1347.8600000;1342.6000000;1343.7900000;308172108
MOEXTN;60;210317;150000;1343.9600000;1345.2700000;1341.9200000;1342.7200000;128202847
MOEXTN;60;210317;160000;1342.9200000;1345.7700000;1341.6500000;1343.9100000;151896399
MOEXTN;60;210317;170000;1344.2600000;1347.1100000;1343.1600000;1343.5400000;115240129
MOEXTN;60;210317;180000;1343.5400000;1345.7200000;1342.8600000;1345.1300000;57910354
MOEXTN;60;210318;100000;1347.5200000;1350.4700000;1344.5100000;1346.4500000;144738041
MOEXTN;60;210318;110000;1346.4500000;1346.8000000;1337.1900000;1341.4000000;97816997
MOEXTN;60;210318;120000;1341.2900000;1342.8200000;1336.1100000;1338.8800000;98333022
MOEXTN;60;210318;130000;1339.1500000;1342.7500000;1339.1300000;1341.5100000;86673503
MOEXTN;60;210318;140000;1341.5100000;1341.5300000;1336.3500000;1336.9700000;122133247
MOEXTN;60;210318;150000;1336.5900000;1339.6500000;1335.0500000;1338.1400000;148316564
MOEXTN;60;210318;160000;1337.9600000;1340.8100000;1336.8400000;1338.9900000;63223321
MOEXTN;60;210318;170000;1338.7000000;1342.5300000;1338.1200000;1342.4200000;74323139
MOEXTN;60;210318;180000;1342.4900000;1349.1200000;1342.4900000;1345.1400000;48108351
MOEXTN;60;210319;100000;1341.9900000;1344.7900000;1336.6900000;1341.2000000;244152810
MOEXTN;60;210319;110000;1341.0800000;1343.3700000;1339.6900000;1341.1700000;76155350
MOEXTN;60;210319;120000;1341.4700000;1342.2900000;1339.4700000;1341.4100000;66654311
MOEXTN;60;210319;130000;1341.4400000;1342.7700000;1339.7500000;1340.8900000;80056537
MOEXTN;60;210319;140000;1340.8900000;1342.2600000;1339.5900000;1341.5500000;55581013
MOEXTN;60;210319;150000;1341.9800000;1342.9300000;1340.5800000;1341.7600000;45443157
MOEXTN;60;210319;160000;1341.1800000;1341.6500000;1335.4900000;1336.7100000;131996838
MOEXTN;60;210319;170000;1336.5700000;1339.3800000;1335.5700000;1338.7100000;70587738
MOEXTN;60;210319;180000;1338.7800000;1341.3800000;1338.0500000;1338.2900000;74810809
MOEXTN;60;210322;100000;1337.9000000;1339.3100000;1332.1500000;1335.5800000;156692399
MOEXTN;60;210322;110000;1335.8700000;1336.4900000;1332.9500000;1336.1000000;59327680
MOEXTN;60;210322;120000;1336.4600000;1336.8500000;1334.5800000;1335.2500000;42948151
MOEXTN;60;210322;130000;1335.2500000;1336.8100000;1334.2900000;1334.5600000;80274304
MOEXTN;60;210322;140000;1334.4100000;1335.3000000;1333.5800000;1334.2200000;36186393
MOEXTN;60;210322;150000;1333.4900000;1334.4300000;1332.6800000;1334.3600000;81282229
MOEXTN;60;210322;160000;1334.1000000;1334.4600000;1332.5900000;1333.1700000;67498481
MOEXTN;60;210322;170000;1332.9700000;1333.8000000;1330.4600000;1330.4600000;159649232
MOEXTN;60;210322;180000;1330.8200000;1332.3800000;1329.1400000;1329.4600000;133417640
MOEXTN;60;210323;100000;1333.5500000;1335.3400000;1328.5800000;1329.4400000;181068667
MOEXTN;60;210323;110000;1329.5900000;1332.0000000;1324.7500000;1326.1600000;278680380
MOEXTN;60;210323;120000;1325.9100000;1326.6100000;1319.5800000;1320.2200000;344154833
MOEXTN;60;210323;130000;1320.2200000;1324.2800000;1319.4500000;1323.0600000;211491578
MOEXTN;60;210323;140000;1322.8100000;1324.2600000;1319.4100000;1323.7900000;205092742
MOEXTN;60;210323;150000;1323.9400000;1325.1800000;1321.0500000;1322.2300000;96531527
MOEXTN;60;210323;160000;1322.2300000;1322.4800000;1320.6900000;1321.2500000;95245106
MOEXTN;60;210323;170000;1321.4000000;1326.2900000;1321.1100000;1322.3900000;174941324
MOEXTN;60;210323;180000;1322.0900000;1322.3800000;1319.1300000;1319.9700000;313911500
MOEXTN;60;210324;100000;1321.8100000;1324.7700000;1317.2000000;1318.7500000;174001473
MOEXTN;60;210324;110000;1318.7500000;1322.1200000;1317.8000000;1318.0600000;244039910
MOEXTN;60;210324;120000;1318.1300000;1320.8900000;1318.0400000;1320.2800000;194877649
MOEXTN;60;210324;130000;1319.7000000;1320.5500000;1308.5500000;1312.1900000;687597338
MOEXTN;60;210324;140000;1311.6600000;1311.9400000;1308.7100000;1309.8000000;224757196
MOEXTN;60;210324;150000;1309.9700000;1312.0300000;1309.6900000;1310.0400000;175815790
MOEXTN;60;210324;160000;1309.2500000;1310.3400000;1306.3800000;1309.7100000;172399812
MOEXTN;60;210324;170000;1309.2600000;1310.3200000;1307.8300000;1309.0700000;216781055
MOEXTN;60;210324;180000;1308.9200000;1311.3500000;1308.8800000;1310.2900000;178189476
MOEXTN;60;210325;100000;1311.3800000;1316.6200000;1310.8200000;1315.0400000;222639753
MOEXTN;60;210325;110000;1315.3700000;1319.8100000;1315.3700000;1316.5600000;224589842
MOEXTN;60;210325;120000;1316.7900000;1317.2500000;1313.0600000;1314.9800000;139101727
MOEXTN;60;210325;130000;1314.9100000;1314.9100000;1309.3000000;1311.0500000;84992057
MOEXTN;60;210325;140000;1311.2000000;1311.4000000;1300.1100000;1300.7300000;226542608
MOEXTN;60;210325;150000;1301.1000000;1304.5200000;1300.4600000;1300.7600000;158525798
MOEXTN;60;210325;160000;1300.8100000;1303.6700000;1298.9200000;1302.7000000;108167679
MOEXTN;60;210325;170000;1303.2200000;1308.5200000;1303.2200000;1305.7700000;259590387
MOEXTN;60;210325;180000;1305.9100000;1308.5400000;1305.1000000;1307.4900000;120347940
MOEXTN;60;210326;100000;1313.7800000;1322.3400000;1313.7800000;1320.3200000;330992704
MOEXTN;60;210326;110000;1320.1700000;1320.1700000;1316.6100000;1318.7000000;174914868
MOEXTN;60;210326;120000;1318.7000000;1323.2400000;1317.8300000;1322.2200000;141647995
MOEXTN;60;210326;130000;1322.2200000;1325.0000000;1319.8900000;1324.1600000;178600883
MOEXTN;60;210326;140000;1324.0600000;1327.2700000;1322.6800000;1326.3800000;157335196
MOEXTN;60;210326;150000;1326.2300000;1330.8400000;1324.8400000;1329.4700000;179053827
MOEXTN;60;210326;160000;1329.3300000;1333.3100000;1328.4400000;1332.5800000;163409588
MOEXTN;60;210326;170000;1332.7000000;1333.1000000;1327.6200000;1329.2100000;121773653
MOEXTN;60;210326;180000;1329.2700000;1330.5500000;1329.0700000;1329.8300000;69848937
MOEXTN;60;210329;100000;1329.6900000;1329.6900000;1319.6800000;1327.9900000;319490463
MOEXTN;60;210329;110000;1327.8100000;1328.5100000;1322.7500000;1324.3600000;150501768
MOEXTN;60;210329;120000;1324.0600000;1334.9100000;1323.6200000;1333.6900000;117770149
MOEXTN;60;210329;130000;1333.5600000;1333.5600000;1327.5000000;1332.0100000;101706256
MOEXTN;60;210329;140000;1331.7300000;1332.8600000;1329.6100000;1330.9300000;72656046
MOEXTN;60;210329;150000;1330.9000000;1331.3300000;1327.5500000;1327.6700000;123257681
MOEXTN;60;210329;160000;1327.6700000;1328.6800000;1322.9100000;1325.5000000;99416398
MOEXTN;60;210329;170000;1325.1200000;1326.4000000;1323.1600000;1325.3400000;80062734
MOEXTN;60;210329;180000;1325.4600000;1325.7600000;1322.8600000;1324.1100000;104750298
MOEXTN;60;210330;100000;1329.5200000;1330.6800000;1322.3400000;1324.4600000;262999700
MOEXTN;60;210330;110000;1324.1600000;1326.1100000;1319.9100000;1322.2600000;228740852
MOEXTN;60;210330;120000;1322.2600000;1323.2600000;1316.8800000;1318.0900000;149676336
MOEXTN;60;210330;130000;1318.2900000;1319.5500000;1316.4500000;1317.5300000;130541074
MOEXTN;60;210330;140000;1318.1900000;1319.5200000;1316.5400000;1319.5200000;89351511
MOEXTN;60;210330;150000;1319.4000000;1320.2800000;1317.7600000;1318.5500000;56578061
MOEXTN;60;210330;160000;1318.7200000;1319.3000000;1316.3700000;1316.5200000;60833423
MOEXTN;60;210330;170000;1316.4400000;1317.9100000;1315.8600000;1316.9000000;124425545
MOEXTN;60;210330;180000;1317.0400000;1319.7700000;1315.2600000;1319.7700000;125064562
MOEXTN;60;210331;100000;1321.6400000;1322.7600000;1317.0700000;1320.9200000;255772849
MOEXTN;60;210331;110000;1320.9200000;1323.3600000;1318.8000000;1322.5200000;137518202
MOEXTN;60;210331;120000;1322.3400000;1323.2300000;1319.7100000;1320.5000000;54147890
MOEXTN;60;210331;130000;1320.9100000;1321.3300000;1318.2400000;1319.3500000;93140146
MOEXTN;60;210331;140000;1319.5200000;1321.6500000;1318.5000000;1319.7500000;125737075
MOEXTN;60;210331;150000;1319.6800000;1323.0700000;1319.5300000;1320.7700000;110163057
MOEXTN;60;210331;160000;1321.3600000;1323.7000000;1318.7800000;1320.2200000;71431740
MOEXTN;60;210331;170000;1320.2000000;1321.7600000;1318.6900000;1321.5200000;84685210
MOEXTN;60;210331;180000;1321.9500000;1325.2800000;1321.5600000;1323.6500000;86521978
MOEXTN;60;210401;100000;1327.2900000;1327.9900000;1322.6100000;1323.4100000;255203043
MOEXTN;60;210401;110000;1323.7600000;1324.0700000;1318.1100000;1319.1800000;172832334
MOEXTN;60;210401;120000;1319.3200000;1319.3500000;1316.9400000;1318.4200000;183629279
MOEXTN;60;210401;130000;1318.5900000;1319.5500000;1316.0200000;1317.9600000;101033559
MOEXTN;60;210401;140000;1318.0000000;1320.1500000;1317.2300000;1318.6600000;161738061
MOEXTN;60;210401;150000;1318.1400000;1320.2800000;1316.2000000;1318.5900000;109251602
MOEXTN;60;210401;160000;1318.5900000;1319.1900000;1316.0800000;1318.5800000;116730475
MOEXTN;60;210401;170000;1318.5800000;1318.9300000;1316.3300000;1317.5700000;173118766
MOEXTN;60;210401;180000;1317.6600000;1318.3900000;1315.8100000;1316.8800000;129956448
MOEXTN;60;210402;100000;1319.2100000;1325.2600000;1319.2100000;1323.5200000;128562488
MOEXTN;60;210402;110000;1323.1900000;1324.6100000;1322.5200000;1323.4600000;54138210
MOEXTN;60;210402;120000;1323.6100000;1327.1000000;1323.3800000;1325.9900000;74774962
MOEXTN;60;210402;130000;1326.1400000;1327.2700000;1325.2600000;1325.9400000;53783118
MOEXTN;60;210402;140000;1325.9400000;1327.3400000;1323.6900000;1324.2900000;73970415
MOEXTN;60;210402;150000;1324.2900000;1326.9700000;1323.6900000;1326.9000000;34352642
MOEXTN;60;210402;160000;1326.6700000;1327.7200000;1324.3700000;1324.6400000;45128329
MOEXTN;60;210402;170000;1325.1600000;1326.3200000;1323.3200000;1325.4200000;103181261
MOEXTN;60;210402;180000;1325.2800000;1325.9600000;1323.6200000;1325.2600000;78852533
MOEXTN;60;210405;100000;1328.8900000;1331.9400000;1323.7900000;1324.2500000;175161341
MOEXTN;60;210405;110000;1324.3100000;1327.0300000;1323.3600000;1325.9100000;75983095
MOEXTN;60;210405;120000;1326.1600000;1330.3900000;1325.8000000;1328.0100000;186258670
MOEXTN;60;210405;130000;1327.9100000;1328.2400000;1325.4800000;1326.2500000;59585721
MOEXTN;60;210405;140000;1326.3900000;1327.1300000;1324.4200000;1325.8200000;79396151
MOEXTN;60;210405;150000;1325.8200000;1328.5100000;1324.3700000;1327.7900000;52115365
MOEXTN;60;210405;160000;1327.9400000;1328.7700000;1326.2000000;1328.6400000;53431512
MOEXTN;60;210405;170000;1329.0100000;1329.1300000;1326.7200000;1327.3100000;50602593
MOEXTN;60;210405;180000;1327.4000000;1328.0000000;1325.9000000;1327.0500000;39221559
MOEXTN;60;210406;100000;1327.8000000;1329.2900000;1320.4800000;1321.4700000;139773481
MOEXTN;60;210406;110000;1321.6100000;1323.9000000;1319.9400000;1321.1400000;92621226
MOEXTN;60;210406;120000;1321.4600000;1322.0400000;1318.7700000;1319.0300000;78598580
MOEXTN;60;210406;130000;1319.4300000;1320.5400000;1318.2600000;1319.2300000;64346846
MOEXTN;60;210406;140000;1319.0700000;1319.3500000;1316.2200000;1319.0800000;111221579
MOEXTN;60;210406;150000;1318.7100000;1319.1300000;1314.6500000;1315.1700000;100685647
MOEXTN;60;210406;160000;1314.3300000;1315.8600000;1312.5200000;1314.1700000;165773261
MOEXTN;60;210406;170000;1314.1700000;1315.9700000;1313.0400000;1314.3300000;85065875
MOEXTN;60;210406;180000;1314.0500000;1314.9800000;1311.8400000;1312.5700000;55931925
MOEXTN;60;210407;100000;1312.2500000;1316.2400000;1308.8000000;1313.8800000;180875081
MOEXTN;60;210407;110000;1313.8000000;1318.0400000;1313.1200000;1316.7900000;94754071
MOEXTN;60;210407;120000;1316.6400000;1317.2200000;1313.1300000;1313.5800000;44770717
MOEXTN;60;210407;130000;1313.4300000;1316.0500000;1312.6300000;1315.4300000;64684193
MOEXTN;60;210407;140000;1315.7500000;1319.9500000;1315.3800000;1318.8600000;53931404
MOEXTN;60;210407;150000;1318.6400000;1319.5700000;1317.7700000;1317.9800000;45471162
MOEXTN;60;210407;160000;1317.9900000;1318.7300000;1316.4600000;1317.6400000;52967864
MOEXTN;60;210407;170000;1317.9700000;1318.0500000;1315.6700000;1316.0500000;44351339
MOEXTN;60;210407;180000;1316.0500000;1317.3200000;1314.1100000;1316.1200000;29876020
MOEXTN;60;210408;100000;1318.6500000;1321.3000000;1317.3100000;1317.8900000;158577431
MOEXTN;60;210408;110000;1317.8900000;1318.7300000;1316.9300000;1318.2200000;53723565
MOEXTN;60;210408;120000;1318.1300000;1318.3500000;1313.6400000;1315.2500000;125242631
MOEXTN;60;210408;130000;1315.1000000;1315.9500000;1314.5300000;1315.4900000;54858517
MOEXTN;60;210408;140000;1315.4900000;1316.7500000;1314.4000000;1315.2900000;64342531
MOEXTN;60;210408;150000;1315.2900000;1316.2000000;1314.6000000;1314.7800000;66499775
